1,256MB,1,resnet18,None,0.9926000237464905,40.51785469055176,42.75380325317383
1,256MB,1,resnet18,symmetric,0.9922999739646912,9.801220893859863,10.718951225280762
1,256MB,1,resnet18,affine,0.9919999837875366,7.835078239440917,10.718719482421875
1,256MB,1,resnet18,histogram,0.9922000169754028,9.79468822479248,10.718951225280762
1,256MB,2,resnet18,None,0.9926000237464905,69.98331546783447,42.75380325317383
1,256MB,2,resnet18,symmetric,0.9922999739646912,8.93700122833252,10.718951225280762
1,256MB,2,resnet18,affine,0.9919999837875366,0.842595100402832,10.718719482421875
1,256MB,2,resnet18,histogram,0.9922000169754028,9.866595268249512,10.718951225280762
1,256MB,4,resnet18,None,0.9926000237464905,80.03101348876953,42.75380325317383
1,256MB,4,resnet18,symmetric,0.9922999739646912,19.92776393890381,10.718951225280762
1,256MB,4,resnet18,affine,0.9919999837875366,10.488438606262207,10.718719482421875
1,256MB,4,resnet18,histogram,0.9922000169754028,19.53730583190918,10.718951225280762
1,512MB,1,resnet18,None,0.9926000237464905,49.9025821685791,42.75380325317383
1,512MB,1,resnet18,symmetric,0.9922999739646912,0.5656003952026367,10.718951225280762
1,512MB,1,resnet18,affine,0.9919999837875366,4.709410667419434,10.718719482421875
1,512MB,1,resnet18,histogram,0.9922000169754028,9.777641296386719,10.718951225280762
1,512MB,2,resnet18,None,0.9926000237464905,60.6903076171875,42.75380325317383
1,512MB,2,resnet18,symmetric,0.9922999739646912,8.935689926147461,10.718951225280762
1,512MB,2,resnet18,affine,0.9919999837875366,4.0035247802734375,10.718719482421875
1,512MB,2,resnet18,histogram,0.9922000169754028,5.904030799865723,10.718951225280762
1,512MB,4,resnet18,None,0.9926000237464905,79.64410781860352,42.75380325317383
1,512MB,4,resnet18,symmetric,0.9922999739646912,10.465264320373535,10.718951225280762
1,512MB,4,resnet18,affine,0.9919999837875366,19.6274995803833,10.718719482421875
1,512MB,4,resnet18,histogram,0.9922000169754028,10.277938842773438,10.718951225280762
1,1024MB,1,resnet18,None,0.9926000237464905,40.56215286254883,42.75380325317383
1,1024MB,1,resnet18,symmetric,0.9922999739646912,4.796195030212402,10.718951225280762
1,1024MB,1,resnet18,affine,0.9919999837875366,3.70330810546875,10.718719482421875
1,1024MB,1,resnet18,histogram,0.9922000169754028,3.7477493286132812,10.718951225280762
1,1024MB,2,resnet18,None,0.9926000237464905,70.00503540039062,42.75380325317383
1,1024MB,2,resnet18,symmetric,0.9922999739646912,9.902667999267578,10.718951225280762
1,1024MB,2,resnet18,affine,0.9919999837875366,9.900712966918945,10.718719482421875
1,1024MB,2,resnet18,histogram,0.9922000169754028,8.929586410522461,10.718951225280762
1,1024MB,4,resnet18,None,0.9926000237464905,80.1396131515503,42.75380325317383
1,1024MB,4,resnet18,symmetric,0.9922999739646912,10.32109260559082,10.718951225280762
1,1024MB,4,resnet18,affine,0.9919999837875366,19.555354118347168,10.718719482421875
1,1024MB,4,resnet18,histogram,0.9922000169754028,10.251808166503906,10.718951225280762
2,256MB,1,resnet18,None,0.9926000237464905,19.983434677124023,42.75380325317383
2,256MB,1,resnet18,symmetric,0.9922999739646912,0.6222963333129883,10.718951225280762
2,256MB,1,resnet18,affine,0.9919999837875366,0.5575180053710938,10.718719482421875
2,256MB,1,resnet18,histogram,0.9922000169754028,0.5941390991210938,10.718951225280762
2,256MB,2,resnet18,None,0.9926000237464905,39.21921253204346,42.75380325317383
2,256MB,2,resnet18,symmetric,0.9922999739646912,7.065033912658691,10.718951225280762
2,256MB,2,resnet18,affine,0.9919999837875366,1.0576248168945312,10.718719482421875
2,256MB,2,resnet18,histogram,0.9922000169754028,0.8583307266235352,10.718951225280762
2,256MB,4,resnet18,None,0.9926000237464905,39.370083808898926,42.75380325317383
2,256MB,4,resnet18,symmetric,0.9922999739646912,4.276919364929199,10.718951225280762
2,256MB,4,resnet18,affine,0.9919999837875366,1.1922836303710938,10.718719482421875
2,256MB,4,resnet18,histogram,0.9922000169754028,1.4013290405273438,10.718951225280762
2,512MB,1,resnet18,None,0.9926000237464905,20.22697925567627,42.75380325317383
2,512MB,1,resnet18,symmetric,0.9922999739646912,0.6722688674926758,10.718951225280762
2,512MB,1,resnet18,affine,0.9919999837875366,0.5545377731323242,10.718719482421875
2,512MB,1,resnet18,histogram,0.9922000169754028,0.5338191986083984,10.718951225280762
2,512MB,2,resnet18,None,0.9926000237464905,29.899191856384277,42.75380325317383
2,512MB,2,resnet18,symmetric,0.9922999739646912,0.8293628692626953,10.718951225280762
2,512MB,2,resnet18,affine,0.9919999837875366,1.0426521301269531,10.718719482421875
2,512MB,2,resnet18,histogram,0.9922000169754028,0.9702444076538086,10.718951225280762
2,512MB,4,resnet18,None,0.9926000237464905,39.79825973510742,42.75380325317383
2,512MB,4,resnet18,symmetric,0.9922999739646912,1.2398004531860352,10.718951225280762
2,512MB,4,resnet18,affine,0.9919999837875366,1.0789871215820312,10.718719482421875
