1,256MB,1,resnet18,None,0.9926000237464905,29.73647117614746,42.75380325317383
1,256MB,1,resnet18,symmetric,0.9922999739646912,6.1431884765625,10.718951225280762
1,256MB,1,resnet18,affine,0.9919999837875366,0.9663820266723633,10.718719482421875
1,256MB,1,resnet18,histogram,0.9922000169754028,0.9354114532470703,10.718951225280762
1,256MB,2,resnet18,None,0.9926000237464905,59.89077091217041,42.75380325317383
1,256MB,2,resnet18,symmetric,0.9922999739646912,9.062719345092773,10.718951225280762
1,256MB,2,resnet18,affine,0.9919999837875366,1.13983154296875,10.718719482421875
1,256MB,2,resnet18,histogram,0.9922000169754028,6.148529052734375,10.718951225280762
1,256MB,4,resnet18,None,0.9926000237464905,60.16404628753662,42.75380325317383
1,256MB,4,resnet18,symmetric,0.9922999739646912,17.54782199859619,10.718951225280762
1,256MB,4,resnet18,affine,0.9919999837875366,9.980440139770508,10.718719482421875
1,256MB,4,resnet18,histogram,0.9922000169754028,9.247756004333496,10.718951225280762
1,512MB,1,resnet18,None,0.9926000237464905,28.7919282913208,42.75380325317383
1,512MB,1,resnet18,symmetric,0.9922999739646912,9.014391899108887,10.718951225280762
1,512MB,1,resnet18,affine,0.9919999837875366,6.007266044616699,10.718719482421875
1,512MB,1,resnet18,histogram,0.9922000169754028,9.821057319641113,10.718951225280762
1,512MB,2,resnet18,None,0.9926000237464905,60.56950092315674,42.75380325317383
1,512MB,2,resnet18,symmetric,0.9922999739646912,9.85109806060791,10.718951225280762
1,512MB,2,resnet18,affine,0.9919999837875366,9.77628231048584,10.718719482421875
1,512MB,2,resnet18,histogram,0.9922000169754028,8.083009719848633,10.718951225280762
1,512MB,4,resnet18,None,0.9926000237464905,60.504817962646484,42.75380325317383
1,512MB,4,resnet18,symmetric,0.9922999739646912,10.070466995239258,10.718951225280762
1,512MB,4,resnet18,affine,0.9919999837875366,15.758919715881348,10.718719482421875
1,512MB,4,resnet18,histogram,0.9922000169754028,10.00661849975586,10.718951225280762
1,1024MB,1,resnet18,None,0.9926000237464905,29.584407806396484,42.75380325317383
1,1024MB,1,resnet18,symmetric,0.9922999739646912,5.818343162536621,10.718951225280762
1,1024MB,1,resnet18,affine,0.9919999837875366,4.990053176879883,10.718719482421875
1,1024MB,1,resnet18,histogram,0.9922000169754028,9.67409610748291,10.718951225280762
1,1024MB,2,resnet18,None,0.9926000237464905,60.167503356933594,42.75380325317383
1,1024MB,2,resnet18,symmetric,0.9922999739646912,1.68304443359375,10.718951225280762
1,1024MB,2,resnet18,affine,0.9919999837875366,8.960223197937012,10.718719482421875
1,1024MB,2,resnet18,histogram,0.9922000169754028,1.0465145111083984,10.718951225280762
1,1024MB,4,resnet18,None,0.9926000237464905,68.51906776428223,42.75380325317383
1,1024MB,4,resnet18,symmetric,0.9922999739646912,10.299158096313477,10.718951225280762
1,1024MB,4,resnet18,affine,0.9919999837875366,10.480976104736328,10.718719482421875
1,1024MB,4,resnet18,histogram,0.9922000169754028,9.917140007019043,10.718951225280762
2,256MB,1,resnet18,None,0.9926000237464905,10.642218589782715,42.75380325317383
2,256MB,1,resnet18,symmetric,0.9922999739646912,1.0159730911254883,10.718951225280762
2,256MB,1,resnet18,affine,0.9919999837875366,0.943756103515625,10.718719482421875
2,256MB,1,resnet18,histogram,0.9922000169754028,1.2177705764770508,10.718951225280762
2,256MB,2,resnet18,None,0.9926000237464905,29.395675659179688,42.75380325317383
2,256MB,2,resnet18,symmetric,0.9922999739646912,1.8831729888916016,10.718951225280762
2,256MB,2,resnet18,affine,0.9919999837875366,1.1310100555419922,10.718719482421875
2,256MB,2,resnet18,histogram,0.9922000169754028,5.3061723709106445,10.718951225280762
2,256MB,4,resnet18,None,0.9926000237464905,38.048386573791504,42.75380325317383
2,256MB,4,resnet18,symmetric,0.9922999739646912,4.120326042175293,10.718951225280762
2,256MB,4,resnet18,affine,0.9919999837875366,5.0818681716918945,10.718719482421875
2,256MB,4,resnet18,histogram,0.9922000169754028,2.3817062377929688,10.718951225280762
2,512MB,1,resnet18,None,0.9926000237464905,18.330979347229004,42.75380325317383
2,512MB,1,resnet18,symmetric,0.9922999739646912,1.1878252029418945,10.718951225280762
2,512MB,1,resnet18,affine,0.9919999837875366,1.3671636581420898,10.718719482421875
2,512MB,1,resnet18,histogram,0.9922000169754028,1.599574089050293,10.718951225280762
2,512MB,2,resnet18,None,0.9926000237464905,37.84623146057129,42.75380325317383
2,512MB,2,resnet18,symmetric,0.9922999739646912,1.8084287643432617,10.718951225280762
2,512MB,2,resnet18,affine,0.9919999837875366,2.9848575592041016,10.718719482421875
2,512MB,2,resnet18,histogram,0.9922000169754028,1.7092704772949219,10.718951225280762
2,512MB,4,resnet18,None,0.9926000237464905,37.59269714355469,42.75380325317383
2,512MB,4,resnet18,symmetric,0.9922999739646912,1.3225555419921875,10.718951225280762
2,512MB,4,resnet18,affine,0.9919999837875366,9.44831371307373,10.718719482421875
2,512MB,4,resnet18,histogram,0.9922000169754028,2.7596235275268555,10.718951225280762
2,1024MB,1,resnet18,None,0.9926000237464905,17.80409812927246,42.75380325317383
2,1024MB,1,resnet18,symmetric,0.9922999739646912,0.9586334228515625,10.718951225280762
2,1024MB,1,resnet18,affine,0.9919999837875366,0.9097576141357422,10.718719482421875
2,1024MB,1,resnet18,histogram,0.9922000169754028,0.9657144546508789,10.718951225280762
2,1024MB,2,resnet18,None,0.9926000237464905,29.317712783813477,42.75380325317383
2,1024MB,2,resnet18,symmetric,0.9922999739646912,8.94784927368164,10.718951225280762
2,1024MB,2,resnet18,affine,0.9919999837875366,1.2077093124389648,10.718719482421875
2,1024MB,2,resnet18,histogram,0.9922000169754028,1.3428688049316406,10.718951225280762
2,1024MB,4,resnet18,None,0.9926000237464905,36.28711700439453,42.75380325317383
2,1024MB,4,resnet18,symmetric,0.9922999739646912,2.556943893432617,10.718951225280762
2,1024MB,4,resnet18,affine,0.9919999837875366,4.025626182556152,10.718719482421875
2,1024MB,4,resnet18,histogram,0.9922000169754028,1.2572526931762695,10.718951225280762
4,256MB,1,resnet18,None,0.9926000237464905,4.836487770080566,42.75380325317383
4,256MB,1,resnet18,symmetric,0.9922999739646912,1.0363340377807617,10.718951225280762
4,256MB,1,resnet18,affine,0.9919999837875366,0.9550333023071289,10.718719482421875
4,256MB,1,resnet18,histogram,0.9922000169754028,0.9381771087646484,10.718951225280762
4,256MB,2,resnet18,None,0.9926000237464905,13.076162338256836,42.75380325317383
4,256MB,2,resnet18,symmetric,0.9922999739646912,1.1441230773925781,10.718951225280762
4,256MB,2,resnet18,affine,0.9919999837875366,1.174330711364746,10.718719482421875
4,256MB,2,resnet18,histogram,0.9922000169754028,1.2048721313476562,10.718951225280762
4,256MB,4,resnet18,None,0.9926000237464905,17.550206184387207,42.75380325317383
4,256MB,4,resnet18,symmetric,0.9922999739646912,1.4791250228881836,10.718951225280762
4,256MB,4,resnet18,affine,0.9919999837875366,1.410222053527832,10.718719482421875
4,256MB,4,resnet18,histogram,0.9922000169754028,6.9060564041137695,10.718951225280762
4,512MB,1,resnet18,None,0.9926000237464905,6.7066192626953125,42.75380325317383
4,512MB,1,resnet18,symmetric,0.9922999739646912,1.078963279724121,10.718951225280762
4,512MB,1,resnet18,affine,0.9919999837875366,1.0373592376708984,10.718719482421875
4,512MB,1,resnet18,histogram,0.9922000169754028,1.0351896286010742,10.718951225280762
4,512MB,2,resnet18,None,0.9926000237464905,12.741374969482422,42.75380325317383
4,512MB,2,resnet18,symmetric,0.9922999739646912,1.7044782638549805,10.718951225280762
4,512MB,2,resnet18,affine,0.9919999837875366,1.0441303253173828,10.718719482421875
4,512MB,2,resnet18,histogram,0.9922000169754028,1.179647445678711,10.718951225280762
4,512MB,4,resnet18,None,0.9926000237464905,20.340538024902344,42.75380325317383
4,512MB,4,resnet18,symmetric,0.9922999739646912,1.8021583557128906,10.718951225280762
4,512MB,4,resnet18,affine,0.9919999837875366,1.7881155014038086,10.718719482421875
4,512MB,4,resnet18,histogram,0.9922000169754028,1.5424013137817383,10.718951225280762
4,1024MB,1,resnet18,None,0.9926000237464905,7.843875885009766,42.75380325317383
4,1024MB,1,resnet18,symmetric,0.9922999739646912,0.9921550750732421,10.718951225280762
4,1024MB,1,resnet18,affine,0.9919999837875366,0.9630680084228516,10.718719482421875
4,1024MB,1,resnet18,histogram,0.9922000169754028,1.5212774276733398,10.718951225280762
4,1024MB,2,resnet18,None,0.9926000237464905,12.747883796691895,42.75380325317383
4,1024MB,2,resnet18,symmetric,0.9922999739646912,1.1449813842773438,10.718951225280762
4,1024MB,2,resnet18,affine,0.9919999837875366,1.339554786682129,10.718719482421875
4,1024MB,2,resnet18,histogram,0.9922000169754028,0.9365081787109375,10.718951225280762
4,1024MB,4,resnet18,None,0.9926000237464905,16.968345642089844,42.75380325317383
4,1024MB,4,resnet18,symmetric,0.9922999739646912,1.2214183807373047,10.718951225280762
4,1024MB,4,resnet18,affine,0.9919999837875366,1.928544044494629,10.718719482421875
4,1024MB,4,resnet18,histogram,0.9922000169754028,1.6957283020019531,10.718951225280762
1,256MB,1,resnet34,None,0.9925000071525574,49.997925758361816,81.36922836303711
1,256MB,1,resnet34,symmetric,0.9922999739646912,8.015227317810059,20.37999439239502
1,256MB,1,resnet34,affine,0.9922000169754028,9.019041061401367,20.37959861755371
1,256MB,1,resnet34,histogram,0.9921000003814697,17.884540557861328,20.37999439239502
1,256MB,2,resnet34,None,0.9925000071525574,100.15225410461426,81.36922836303711
1,256MB,2,resnet34,symmetric,0.9922999739646912,9.377241134643555,20.37999439239502
1,256MB,2,resnet34,affine,0.9922000169754028,17.372655868530273,20.37959861755371
1,256MB,2,resnet34,histogram,0.9921000003814697,9.752678871154785,20.37999439239502
1,256MB,4,resnet34,None,0.9925000071525574,119.95611190795898,81.36922836303711
1,256MB,4,resnet34,symmetric,0.9922999739646912,19.13294792175293,20.37999439239502
1,256MB,4,resnet34,affine,0.9922000169754028,28.1266450881958,20.37959861755371
1,256MB,4,resnet34,histogram,0.9921000003814697,17.76871681213379,20.37999439239502
1,512MB,1,resnet34,None,0.9925000071525574,49.50294494628906,81.36922836303711
1,512MB,1,resnet34,symmetric,0.9922999739646912,10.814070701599121,20.37999439239502
1,512MB,1,resnet34,affine,0.9922000169754028,10.808730125427246,20.37959861755371
1,512MB,1,resnet34,histogram,0.9921000003814697,19.00498867034912,20.37999439239502
1,512MB,2,resnet34,None,0.9925000071525574,118.36018562316895,81.36922836303711
1,512MB,2,resnet34,symmetric,0.9922999739646912,10.035562515258789,20.37999439239502
1,512MB,2,resnet34,affine,0.9922000169754028,10.000967979431152,20.37959861755371
1,512MB,2,resnet34,histogram,0.9921000003814697,10.031294822692871,20.37999439239502
1,512MB,4,resnet34,None,0.9925000071525574,100.20339488983154,81.36922836303711
1,512MB,4,resnet34,symmetric,0.9922999739646912,19.40774917602539,20.37999439239502
1,512MB,4,resnet34,affine,0.9922000169754028,19.22457218170166,20.37959861755371
1,512MB,4,resnet34,histogram,0.9921000003814697,19.4077730178833,20.37999439239502
1,1024MB,1,resnet34,None,0.9925000071525574,41.56184196472168,81.36922836303711
1,1024MB,1,resnet34,symmetric,0.9922999739646912,1.8488883972167969,20.37999439239502
1,1024MB,1,resnet34,affine,0.9922000169754028,9.809732437133789,20.37959861755371
1,1024MB,1,resnet34,histogram,0.9921000003814697,19.432425498962402,20.37999439239502
1,1024MB,2,resnet34,None,0.9925000071525574,99.7659683227539,81.36922836303711
1,1024MB,2,resnet34,symmetric,0.9922999739646912,10.05847454071045,20.37999439239502
1,1024MB,2,resnet34,affine,0.9922000169754028,18.499135971069336,20.37959861755371
1,1024MB,2,resnet34,histogram,0.9921000003814697,10.820293426513672,20.37999439239502
1,1024MB,4,resnet34,None,0.9925000071525574,110.83815097808838,81.36922836303711
1,1024MB,4,resnet34,symmetric,0.9922999739646912,10.71012020111084,20.37999439239502
